order_id,date,year,month,weekday,item,category,quantity,unit_price,total_revenue,unit_cost,total_cost,total_profit,payment_method,waiter,channel
3383,2024-02-16,2024,2,4,Dessert,Dessert,1,23.9,23.9,10.04,10.04,13.86,Debit Card,Eduarda,Takeaway
3384,2024-11-11,2024,11,0,Pizza,Main,4,51.07,204.28,25.54,102.16,102.12,Debit Card,Carla,Delivery
3385,2024-05-27,2024,5,0,Beer,Drink,1,18.76,18.76,8.44,8.44,10.32,Credit Card,Carla,Delivery
3386,2024-05-02,2024,5,3,Beer,Drink,3,20.34,61.02,9.15,27.45,33.57,Credit Card,Carla,Delivery
3387,2024-04-08,2024,4,0,Steak,Main,2,91.0,182.0,52.78,105.56,76.44,Pix,Carla,Delivery
3388,2024-11-02,2024,11,5,Fries,Side,3,20.76,62.28,8.3,24.9,37.38,Credit Card,Eduarda,Dine-in
3389,2024-12-18,2024,12,2,Sushi,Main,2,75.24,150.48,45.14,90.28,60.2,Credit Card,Carla,Takeaway
3390,2024-10-04,2024,10,4,Soda,Drink,1,9.18,9.18,3.21,3.21,5.97,Debit Card,Bruno,Delivery
3391,2024-10-24,2024,10,3,Soda,Drink,4,9.04,36.16,3.16,12.64,23.52,Credit Card,Ana,Takeaway
3392,2024-05-29,2024,5,2,Salad,Starter,3,29.37,88.11,13.22,39.66,48.45,Credit Card,Eduarda,Takeaway
3393,2024-06-21,2024,6,4,Pasta,Main,2,51.99,103.98,27.03,54.06,49.92,Pix,Carla,Dine-in
3394,2024-07-19,2024,7,4,Dessert,Dessert,1,22.17,22.17,9.31,9.31,12.86,Debit Card,Eduarda,Delivery
3395,2024-10-02,2024,10,2,Steak,Main,4,76.47,305.88,44.35,177.4,128.48,Credit Card,Carla,Takeaway
3396,2024-02-06,2024,2,1,Sushi,Main,1,77.53,77.53,46.52,46.52,31.01,Cash,Diego,Takeaway
3397,2024-07-20,2024,7,5,Burger,Main,2,42.62,85.24,23.44,46.88,38.36,Cash,Bruno,Delivery
3398,2024-09-10,2024,9,1,Dessert,Dessert,1,24.84,24.84,10.43,10.43,14.41,Debit Card,Eduarda,Takeaway
3399,2024-08-03,2024,8,5,Salad,Starter,2,33.93,67.86,15.27,30.54,37.32,Debit Card,Ana,Delivery
3400,2024-11-17,2024,11,6,Dessert,Dessert,1,30.5,30.5,12.81,12.81,17.69,Cash,Diego,Delivery
3401,2024-07-17,2024,7,2,Steak,Main,2,118.87,237.74,68.94,137.88,99.86,Cash,Bruno,Dine-in
3402,2024-03-03,2024,3,6,Steak,Main,1,96.73,96.73,56.1,56.1,40.63,Cash,Ana,Dine-in
3403,2024-05-22,2024,5,2,Pizza,Main,2,57.15,114.3,28.57,57.14,57.16,Debit Card,Bruno,Dine-in
3404,2024-12-17,2024,12,1,Fries,Side,1,24.81,24.81,9.92,9.92,14.89,Credit Card,Ana,Takeaway
3405,2024-10-17,2024,10,3,Burger,Main,1,41.09,41.09,22.6,22.6,18.49,Cash,Ana,Delivery
3406,2024-11-15,2024,11,4,Sushi,Main,1,80.89,80.89,48.53,48.53,32.36,Debit Card,Diego,Dine-in
3407,2024-04-28,2024,4,6,Salad,Starter,2,27.33,54.66,12.3,24.6,30.06,Debit Card,Eduarda,Delivery
3408,2024-05-01,2024,5,2,Pasta,Main,1,48.71,48.71,25.33,25.33,23.38,Cash,Eduarda,Takeaway
3409,2024-06-11,2024,6,1,Salad,Starter,1,35.62,35.62,16.03,16.03,19.59,Credit Card,Diego,Dine-in
3410,2024-10-04,2024,10,4,Beer,Drink,5,13.05,65.25,5.87,29.35,35.9,Cash,Bruno,Dine-in
3411,2024-10-19,2024,10,5,Beer,Drink,2,17.9,35.8,8.05,16.1,19.7,Debit Card,Diego,Dine-in
3412,2024-02-18,2024,2,6,Salad,Starter,2,23.99,47.98,10.8,21.6,26.38,Pix,Bruno,Dine-in
3413,2024-08-23,2024,8,4,Beer,Drink,2,12.85,25.7,5.78,11.56,14.14,Credit Card,Bruno,Dine-in
3414,2024-05-23,2024,5,3,Pizza,Main,1,53.76,53.76,26.88,26.88,26.88,Cash,Bruno,Takeaway
3415,2024-06-06,2024,6,3,Fries,Side,3,25.04,75.12,10.02,30.06,45.06,Pix,Diego,Dine-in
3416,2024-04-28,2024,4,6,Pizza,Main,1,53.67,53.67,26.84,26.84,26.83,Cash,Diego,Takeaway
3417,2024-08-15,2024,8,3,Dessert,Dessert,1,30.73,30.73,12.91,12.91,17.82,Credit Card,Diego,Takeaway
3418,2024-07-13,2024,7,5,Burger,Main,1,36.09,36.09,19.85,19.85,16.24,Debit Card,Bruno,Takeaway
3419,2024-09-08,2024,9,6,Fries,Side,2,17.39,34.78,6.96,13.92,20.86,Debit Card,Carla,Dine-in
3420,2024-09-12,2024,9,3,Soda,Drink,3,10.24,30.72,3.58,10.74,19.98,Pix,Diego,Takeaway
3421,2024-04-15,2024,4,0,Steak,Main,1,94.05,94.05,54.55,54.55,39.5,Credit Card,Ana,Takeaway
3422,2024-12-23,2024,12,0,Fries,Side,1,20.76,20.76,8.3,8.3,12.46,Credit Card,Diego,Dine-in
3423,2024-04-21,2024,4,6,Steak,Main,2,68.49,136.98,39.72,79.44,57.54,Debit Card,Diego,Delivery
3424,2024-05-07,2024,5,1,Sushi,Main,2,81.3,162.6,48.78,97.56,65.04,Credit Card,Diego,Takeaway
3425,2024-08-28,2024,8,2,Burger,Main,3,30.08,90.24,16.54,49.62,40.62,Credit Card,Ana,Delivery
3426,2024-12-31,2024,12,1,Burger,Main,4,32.42,129.68,17.83,71.32,58.36,Pix,Eduarda,Delivery
3427,2024-07-03,2024,7,2,Fries,Side,3,21.99,65.97,8.8,26.4,39.57,Cash,Diego,Delivery
3428,2024-08-16,2024,8,4,Fries,Side,5,21.61,108.05,8.64,43.2,64.85,Cash,Diego,Delivery
3429,2024-06-27,2024,6,3,Salad,Starter,1,32.07,32.07,14.43,14.43,17.64,Debit Card,Carla,Delivery
3430,2024-09-02,2024,9,0,Pasta,Main,3,40.08,120.24,20.84,62.52,57.72,Credit Card,Bruno,Takeaway
3431,2024-11-26,2024,11,1,Soda,Drink,1,10.27,10.27,3.59,3.59,6.68,Credit Card,Ana,Delivery
3432,2024-07-05,2024,7,4,Burger,Main,2,40.41,80.82,22.23,44.46,36.36,Credit Card,Ana,Takeaway
3433,2024-03-22,2024,3,4,Pizza,Main,2,60.2,120.4,30.1,60.2,60.2,Cash,Carla,Dine-in
3434,2024-09-25,2024,9,2,Sushi,Main,2,96.2,192.4,57.72,115.44,76.96,Pix,Bruno,Delivery
3435,2024-03-13,2024,3,2,Fries,Side,3,16.15,48.45,6.46,19.38,29.07,Debit Card,Bruno,Dine-in
3436,2024-07-28,2024,7,6,Sushi,Main,2,94.72,189.44,56.83,113.66,75.78,Credit Card,Eduarda,Dine-in
3437,2024-04-28,2024,4,6,Pizza,Main,3,72.32,216.96,36.16,108.48,108.48,Cash,Eduarda,Takeaway
3438,2024-03-31,2024,3,6,Sushi,Main,3,79.48,238.44,47.69,143.07,95.37,Pix,Diego,Dine-in
3439,2024-04-30,2024,4,1,Burger,Main,1,29.31,29.31,16.12,16.12,13.19,Credit Card,Eduarda,Takeaway
3440,2024-02-09,2024,2,4,Pizza,Main,1,64.5,64.5,32.25,32.25,32.25,Cash,Carla,Dine-in
3441,2024-09-30,2024,9,0,Pizza,Main,1,77.81,77.81,38.91,38.91,38.9,Pix,Eduarda,Delivery
3442,2024-04-01,2024,4,0,Pasta,Main,4,41.66,166.64,21.66,86.64,80.0,Credit Card,Bruno,Dine-in
3443,2024-06-15,2024,6,5,Pasta,Main,2,41.9,83.8,21.79,43.58,40.22,Debit Card,Eduarda,Dine-in
3444,2024-09-13,2024,9,4,Soda,Drink,1,11.82,11.82,4.14,4.14,7.68,Cash,Diego,Dine-in
3445,2024-03-26,2024,3,1,Burger,Main,1,39.73,39.73,21.85,21.85,17.88,Pix,Bruno,Dine-in
3446,2024-05-03,2024,5,4,Beer,Drink,1,14.27,14.27,6.42,6.42,7.85,Debit Card,Eduarda,Delivery
3447,2024-08-24,2024,8,5,Salad,Starter,1,33.91,33.91,15.26,15.26,18.65,Pix,Bruno,Takeaway
3448,2024-02-26,2024,2,0,Salad,Starter,2,28.39,56.78,12.78,25.56,31.22,Credit Card,Eduarda,Dine-in
3449,2024-02-04,2024,2,6,Fries,Side,5,24.66,123.3,9.86,49.3,74.0,Credit Card,Ana,Delivery
3450,2024-08-23,2024,8,4,Soda,Drink,5,9.85,49.25,3.45,17.25,32.0,Pix,Diego,Takeaway
3451,2024-10-04,2024,10,4,Fries,Side,2,25.56,51.12,10.22,20.44,30.68,Pix,Eduarda,Delivery
3452,2024-11-06,2024,11,2,Beer,Drink,1,15.73,15.73,7.08,7.08,8.65,Pix,Carla,Takeaway
3453,2024-07-27,2024,7,5,Pasta,Main,1,54.85,54.85,28.52,28.52,26.33,Pix,Bruno,Dine-in
3454,2024-04-15,2024,4,0,Pizza,Main,3,55.83,167.49,27.91,83.73,83.76,Debit Card,Carla,Dine-in
3455,2024-11-05,2024,11,1,Fries,Side,1,16.86,16.86,6.74,6.74,10.12,Pix,Diego,Delivery
3456,2024-07-10,2024,7,2,Burger,Main,1,32.6,32.6,17.93,17.93,14.67,Debit Card,Diego,Dine-in
3457,2024-01-09,2024,1,1,Salad,Starter,2,26.32,52.64,11.84,23.68,28.96,Pix,Bruno,Delivery
3458,2024-10-29,2024,10,1,Pasta,Main,1,40.84,40.84,21.24,21.24,19.6,Debit Card,Diego,Dine-in
3459,2024-03-13,2024,3,2,Burger,Main,2,42.36,84.72,23.3,46.6,38.12,Credit Card,Diego,Delivery
3460,2024-09-06,2024,9,4,Fries,Side,2,22.07,44.14,8.83,17.66,26.48,Pix,Diego,Delivery
3461,2024-04-14,2024,4,6,Dessert,Dessert,6,28.41,170.46,11.93,71.58,98.88,Credit Card,Diego,Dine-in
3462,2024-05-05,2024,5,6,Pasta,Main,2,56.92,113.84,29.6,59.2,54.64,Cash,Carla,Delivery
3463,2024-01-28,2024,1,6,Steak,Main,1,85.05,85.05,49.33,49.33,35.72,Pix,Diego,Takeaway
3464,2024-08-09,2024,8,4,Pizza,Main,1,54.19,54.19,27.09,27.09,27.1,Debit Card,Carla,Takeaway
3465,2024-10-09,2024,10,2,Dessert,Dessert,2,28.57,57.14,12.0,24.0,33.14,Cash,Diego,Dine-in
3466,2024-06-29,2024,6,5,Steak,Main,10,103.54,1035.4,60.05,600.5,434.9,Credit Card,Carla,Takeaway
3467,2024-03-25,2024,3,0,Burger,Main,2,42.3,84.6,23.27,46.54,38.06,Cash,Bruno,Takeaway
3468,2024-12-30,2024,12,0,Soda,Drink,1,10.35,10.35,3.62,3.62,6.73,Debit Card,Ana,Dine-in
3469,2024-09-17,2024,9,1,Salad,Starter,1,24.95,24.95,11.23,11.23,13.72,Debit Card,Ana,Delivery
3470,2024-07-25,2024,7,3,Steak,Main,1,85.92,85.92,49.83,49.83,36.09,Pix,Carla,Takeaway
3471,2024-06-16,2024,6,6,Sushi,Main,1,67.57,67.57,40.54,40.54,27.03,Debit Card,Ana,Takeaway
3472,2024-10-26,2024,10,5,Pizza,Main,1,68.83,68.83,34.41,34.41,34.42,Pix,Diego,Delivery
3473,2024-09-20,2024,9,4,Burger,Main,2,32.22,64.44,17.72,35.44,29.0,Cash,Bruno,Delivery
3474,2024-06-18,2024,6,1,Dessert,Dessert,1,26.13,26.13,10.97,10.97,15.16,Debit Card,Bruno,Dine-in
3475,2024-04-10,2024,4,2,Pizza,Main,1,48.27,48.27,24.14,24.14,24.13,Pix,Carla,Delivery
3476,2024-04-22,2024,4,0,Burger,Main,1,35.42,35.42,19.48,19.48,15.94,Cash,Carla,Dine-in
3477,2024-03-09,2024,3,5,Salad,Starter,6,31.41,188.46,14.13,84.78,103.68,Pix,Eduarda,Dine-in
3478,2024-08-01,2024,8,3,Pasta,Main,1,56.77,56.77,29.52,29.52,27.25,Pix,Eduarda,Takeaway
3479,2024-05-10,2024,5,4,Salad,Starter,1,29.48,29.48,13.27,13.27,16.21,Cash,Ana,Dine-in
3480,2024-01-20,2024,1,5,Sushi,Main,1,72.37,72.37,43.42,43.42,28.95,Pix,Ana,Dine-in
3481,2024-08-27,2024,8,1,Pasta,Main,2,56.19,112.38,29.22,58.44,53.94,Pix,Ana,Dine-in
3482,2024-12-08,2024,12,6,Dessert,Dessert,2,21.16,42.32,8.89,17.78,24.54,Debit Card,Eduarda,Takeaway
3483,2024-07-09,2024,7,1,Dessert,Dessert,1,22.33,22.33,9.38,9.38,12.95,Debit Card,Eduarda,Takeaway
3484,2024-10-07,2024,10,0,Steak,Main,2,120.14,240.28,69.68,139.36,100.92,Debit Card,Eduarda,Dine-in
3485,2024-12-07,2024,12,5,Beer,Drink,3,16.09,48.27,7.24,21.72,26.55,Debit Card,Eduarda,Dine-in
3486,2024-04-25,2024,4,3,Burger,Main,2,40.18,80.36,22.1,44.2,36.16,Pix,Diego,Delivery
3487,2024-06-17,2024,6,0,Soda,Drink,3,11.54,34.62,4.04,12.12,22.5,Debit Card,Diego,Takeaway
3488,2024-07-26,2024,7,4,Burger,Main,2,30.25,60.5,16.64,33.28,27.22,Debit Card,Carla,Dine-in
3489,2024-03-16,2024,3,5,Soda,Drink,3,12.0,36.0,4.2,12.6,23.4,Credit Card,Bruno,Dine-in
3490,2024-08-25,2024,8,6,Pasta,Main,2,45.85,91.7,23.84,47.68,44.02,Cash,Eduarda,Takeaway
3491,2024-07-04,2024,7,3,Fries,Side,3,17.74,53.22,7.1,21.3,31.92,Pix,Diego,Takeaway
3492,2024-06-18,2024,6,1,Sushi,Main,3,95.68,287.04,57.41,172.23,114.81,Cash,Bruno,Dine-in
3493,2024-11-15,2024,11,4,Dessert,Dessert,1,31.63,31.63,13.28,13.28,18.35,Cash,Carla,Dine-in
3494,2024-08-11,2024,8,6,Fries,Side,5,18.41,92.05,7.36,36.8,55.25,Pix,Bruno,Delivery
3495,2024-08-30,2024,8,4,Burger,Main,1,43.08,43.08,23.69,23.69,19.39,Debit Card,Carla,Dine-in
3496,2024-06-06,2024,6,3,Salad,Starter,2,34.28,68.56,15.43,30.86,37.7,Pix,Diego,Delivery
3497,2024-10-28,2024,10,0,Salad,Starter,6,31.5,189.0,14.18,85.08,103.92,Pix,Diego,Dine-in
3498,2024-05-26,2024,5,6,Salad,Starter,1,25.03,25.03,11.26,11.26,13.77,Credit Card,Carla,Dine-in
3499,2024-11-02,2024,11,5,Steak,Main,1,83.84,83.84,48.63,48.63,35.21,Pix,Ana,Dine-in
3500,2024-02-12,2024,2,0,Pizza,Main,1,51.02,51.02,25.51,25.51,25.51,Cash,Bruno,Takeaway
3501,2024-08-07,2024,8,2,Dessert,Dessert,4,19.32,77.28,8.11,32.44,44.84,Cash,Bruno,Dine-in
3502,2024-01-02,2024,1,1,Dessert,Dessert,1,29.78,29.78,12.51,12.51,17.27,Credit Card,Ana,Dine-in
3503,2024-05-29,2024,5,2,Steak,Main,3,105.71,317.13,61.31,183.93,133.2,Debit Card,Eduarda,Dine-in
3504,2024-01-21,2024,1,6,Pasta,Main,1,44.34,44.34,23.06,23.06,21.28,Debit Card,Carla,Dine-in
3505,2024-01-20,2024,1,5,Beer,Drink,2,14.17,28.34,6.38,12.76,15.58,Cash,Ana,Takeaway
3506,2024-01-01,2024,1,0,Salad,Starter,8,27.56,220.48,12.4,99.2,121.28,Credit Card,Diego,Delivery
3507,2024-02-25,2024,2,6,Sushi,Main,2,71.95,143.9,43.17,86.34,57.56,Debit Card,Eduarda,Takeaway
3508,2024-02-06,2024,2,1,Beer,Drink,1,17.92,17.92,8.06,8.06,9.86,Debit Card,Bruno,Dine-in
3509,2024-08-24,2024,8,5,Beer,Drink,6,20.72,124.32,9.32,55.92,68.4,Debit Card,Bruno,Takeaway
3510,2024-12-24,2024,12,1,Soda,Drink,3,10.98,32.94,3.84,11.52,21.42,Cash,Diego,Takeaway
3511,2024-04-24,2024,4,2,Sushi,Main,1,80.98,80.98,48.59,48.59,32.39,Cash,Diego,Delivery
3512,2024-12-06,2024,12,4,Pasta,Main,1,45.57,45.57,23.7,23.7,21.87,Pix,Diego,Delivery
3513,2024-09-17,2024,9,1,Sushi,Main,1,93.78,93.78,56.27,56.27,37.51,Debit Card,Diego,Delivery
3514,2024-04-30,2024,4,1,Sushi,Main,1,95.87,95.87,57.52,57.52,38.35,Debit Card,Bruno,Dine-in
3515,2024-08-24,2024,8,5,Pasta,Main,1,46.54,46.54,24.2,24.2,22.34,Credit Card,Ana,Dine-in
3516,2024-01-31,2024,1,2,Beer,Drink,1,13.12,13.12,5.9,5.9,7.22,Cash,Bruno,Dine-in
3517,2024-08-17,2024,8,5,Pasta,Main,1,53.63,53.63,27.89,27.89,25.74,Credit Card,Ana,Delivery
3518,2024-06-19,2024,6,2,Steak,Main,3,116.62,349.86,67.64,202.92,146.94,Credit Card,Diego,Delivery
3519,2024-07-28,2024,7,6,Pizza,Main,1,70.62,70.62,35.31,35.31,35.31,Debit Card,Bruno,Delivery
3520,2024-12-01,2024,12,6,Burger,Main,5,31.41,157.05,17.28,86.4,70.65,Debit Card,Bruno,Delivery
3521,2024-04-08,2024,4,0,Steak,Main,4,99.92,399.68,57.95,231.8,167.88,Cash,Ana,Dine-in
3522,2024-05-09,2024,5,3,Fries,Side,1,23.37,23.37,9.35,9.35,14.02,Credit Card,Diego,Delivery
3523,2024-12-03,2024,12,1,Fries,Side,1,26.25,26.25,10.5,10.5,15.75,Debit Card,Diego,Dine-in
3524,2024-06-16,2024,6,6,Fries,Side,1,25.56,25.56,10.22,10.22,15.34,Debit Card,Eduarda,Takeaway
3525,2024-04-04,2024,4,3,Burger,Main,1,32.53,32.53,17.89,17.89,14.64,Credit Card,Carla,Delivery
3526,2024-02-17,2024,2,5,Dessert,Dessert,2,25.29,50.58,10.62,21.24,29.34,Debit Card,Bruno,Dine-in
3527,2024-03-12,2024,3,1,Salad,Starter,1,23.2,23.2,10.44,10.44,12.76,Pix,Carla,Dine-in
3528,2024-04-02,2024,4,1,Fries,Side,3,19.58,58.74,7.83,23.49,35.25,Cash,Ana,Takeaway
3529,2024-07-03,2024,7,2,Steak,Main,1,111.61,111.61,64.73,64.73,46.88,Debit Card,Carla,Dine-in
3530,2024-02-23,2024,2,4,Dessert,Dessert,1,24.58,24.58,10.32,10.32,14.26,Credit Card,Bruno,Dine-in
3531,2024-06-19,2024,6,2,Soda,Drink,1,8.41,8.41,2.94,2.94,5.47,Debit Card,Eduarda,Delivery
3532,2024-09-27,2024,9,4,Beer,Drink,1,13.49,13.49,6.07,6.07,7.42,Credit Card,Diego,Takeaway
3533,2024-01-21,2024,1,6,Dessert,Dessert,2,19.02,38.04,7.99,15.98,22.06,Debit Card,Eduarda,Delivery
3534,2024-01-23,2024,1,1,Sushi,Main,3,81.55,244.65,48.93,146.79,97.86,Debit Card,Ana,Delivery
3535,2024-10-28,2024,10,0,Pizza,Main,4,75.08,300.32,37.54,150.16,150.16,Pix,Diego,Delivery
3536,2024-11-07,2024,11,3,Beer,Drink,5,23.14,115.7,10.41,52.05,63.65,Credit Card,Carla,Takeaway
3537,2024-04-24,2024,4,2,Dessert,Dessert,1,28.28,28.28,11.88,11.88,16.4,Debit Card,Carla,Takeaway
3538,2024-01-20,2024,1,5,Salad,Starter,2,24.44,48.88,11.0,22.0,26.88,Debit Card,Diego,Delivery
3539,2024-01-03,2024,1,2,Soda,Drink,1,10.54,10.54,3.69,3.69,6.85,Credit Card,Ana,Dine-in
3540,2024-08-18,2024,8,6,Salad,Starter,1,27.57,27.57,12.41,12.41,15.16,Pix,Ana,Delivery
3541,2024-01-25,2024,1,3,Pizza,Main,2,69.4,138.8,34.7,69.4,69.4,Debit Card,Eduarda,Takeaway
3542,2024-08-01,2024,8,3,Burger,Main,2,35.98,71.96,19.79,39.58,32.38,Debit Card,Eduarda,Takeaway
3543,2024-01-27,2024,1,5,Dessert,Dessert,5,24.64,123.2,10.35,51.75,71.45,Credit Card,Eduarda,Takeaway
3544,2024-10-09,2024,10,2,Sushi,Main,6,88.96,533.76,53.38,320.28,213.48,Cash,Bruno,Delivery
3545,2024-10-14,2024,10,0,Steak,Main,2,86.85,173.7,50.37,100.74,72.96,Credit Card,Eduarda,Takeaway
3546,2024-04-12,2024,4,4,Burger,Main,1,32.2,32.2,17.71,17.71,14.49,Pix,Ana,Delivery
3547,2024-11-27,2024,11,2,Salad,Starter,1,35.17,35.17,15.83,15.83,19.34,Pix,Ana,Dine-in
3548,2024-03-07,2024,3,3,Sushi,Main,1,77.81,77.81,46.69,46.69,31.12,Credit Card,Carla,Takeaway
3549,2024-05-11,2024,5,5,Fries,Side,1,19.05,19.05,7.62,7.62,11.43,Credit Card,Diego,Dine-in
3550,2024-03-24,2024,3,6,Steak,Main,1,121.42,121.42,70.42,70.42,51.0,Cash,Carla,Delivery
3551,2024-10-04,2024,10,4,Soda,Drink,2,11.3,22.6,3.96,7.92,14.68,Cash,Ana,Dine-in
3552,2024-03-03,2024,3,6,Burger,Main,2,37.95,75.9,20.87,41.74,34.16,Credit Card,Ana,Delivery
3553,2024-04-01,2024,4,0,Pizza,Main,1,66.01,66.01,33.01,33.01,33.0,Pix,Carla,Dine-in
3554,2024-09-13,2024,9,4,Soda,Drink,3,10.2,30.6,3.57,10.71,19.89,Pix,Eduarda,Dine-in
3555,2024-09-03,2024,9,1,Beer,Drink,1,15.97,15.97,7.19,7.19,8.78,Debit Card,Ana,Delivery
3556,2024-02-17,2024,2,5,Steak,Main,3,103.86,311.58,60.24,180.72,130.86,Credit Card,Diego,Dine-in
3557,2024-10-06,2024,10,6,Sushi,Main,3,78.3,234.9,46.98,140.94,93.96,Cash,Eduarda,Dine-in
3558,2024-02-02,2024,2,4,Pasta,Main,1,41.39,41.39,21.52,21.52,19.87,Credit Card,Carla,Dine-in
3559,2024-09-24,2024,9,1,Soda,Drink,1,12.17,12.17,4.26,4.26,7.91,Credit Card,Diego,Takeaway
3560,2024-06-28,2024,6,4,Burger,Main,5,40.11,200.55,22.06,110.3,90.25,Debit Card,Diego,Delivery
3561,2024-02-23,2024,2,4,Soda,Drink,1,8.53,8.53,2.99,2.99,5.54,Pix,Bruno,Dine-in
3562,2024-04-07,2024,4,6,Beer,Drink,1,19.54,19.54,8.79,8.79,10.75,Pix,Eduarda,Takeaway
3563,2024-12-23,2024,12,0,Pizza,Main,2,64.59,129.18,32.3,64.6,64.58,Credit Card,Diego,Takeaway
3564,2024-08-22,2024,8,3,Fries,Side,2,17.56,35.12,7.02,14.04,21.08,Debit Card,Carla,Dine-in
3565,2024-01-22,2024,1,0,Burger,Main,4,37.6,150.4,20.68,82.72,67.68,Pix,Bruno,Dine-in
3566,2024-10-19,2024,10,5,Steak,Main,1,73.7,73.7,42.75,42.75,30.95,Cash,Carla,Takeaway
3567,2024-06-22,2024,6,5,Fries,Side,3,18.84,56.52,7.54,22.62,33.9,Cash,Carla,Delivery
3568,2024-02-13,2024,2,1,Pasta,Main,3,48.56,145.68,25.25,75.75,69.93,Cash,Eduarda,Takeaway
3569,2024-10-14,2024,10,0,Pizza,Main,2,49.79,99.58,24.89,49.78,49.8,Credit Card,Diego,Delivery
3570,2024-10-10,2024,10,3,Soda,Drink,1,8.79,8.79,3.08,3.08,5.71,Debit Card,Ana,Takeaway
3571,2024-01-17,2024,1,2,Steak,Main,5,105.21,526.05,61.02,305.1,220.95,Credit Card,Carla,Takeaway
3572,2024-08-05,2024,8,0,Sushi,Main,3,84.57,253.71,50.74,152.22,101.49,Cash,Ana,Dine-in
3573,2024-06-02,2024,6,6,Pasta,Main,3,40.46,121.38,21.04,63.12,58.26,Debit Card,Diego,Dine-in
3574,2024-05-23,2024,5,3,Steak,Main,1,73.81,73.81,42.81,42.81,31.0,Pix,Ana,Takeaway
3575,2024-07-05,2024,7,4,Pizza,Main,1,51.73,51.73,25.86,25.86,25.87,Pix,Carla,Takeaway
3576,2024-06-02,2024,6,6,Fries,Side,3,22.76,68.28,9.1,27.3,40.98,Cash,Ana,Delivery
3577,2024-06-16,2024,6,6,Pasta,Main,1,51.7,51.7,26.88,26.88,24.82,Cash,Bruno,Takeaway
3578,2024-11-04,2024,11,0,Beer,Drink,1,12.83,12.83,5.77,5.77,7.06,Cash,Carla,Dine-in
3579,2024-02-18,2024,2,6,Sushi,Main,2,59.7,119.4,35.82,71.64,47.76,Debit Card,Carla,Dine-in
3580,2024-04-03,2024,4,2,Beer,Drink,3,21.72,65.16,9.77,29.31,35.85,Credit Card,Eduarda,Dine-in
3581,2024-04-28,2024,4,6,Burger,Main,6,31.25,187.5,17.19,103.14,84.36,Debit Card,Carla,Takeaway
3582,2024-10-04,2024,10,4,Pizza,Main,3,49.02,147.06,24.51,73.53,73.53,Debit Card,Eduarda,Takeaway
3583,2024-06-01,2024,6,5,Pizza,Main,5,73.04,365.2,36.52,182.6,182.6,Pix,Ana,Delivery
3584,2024-08-03,2024,8,5,Pizza,Main,1,76.97,76.97,38.48,38.48,38.49,Debit Card,Carla,Takeaway
3585,2024-01-27,2024,1,5,Pasta,Main,5,47.78,238.9,24.85,124.25,114.65,Cash,Ana,Takeaway
3586,2024-01-03,2024,1,2,Pizza,Main,1,73.51,73.51,36.76,36.76,36.75,Pix,Ana,Delivery
3587,2024-07-03,2024,7,2,Fries,Side,2,24.96,49.92,9.98,19.96,29.96,Cash,Carla,Dine-in
3588,2024-10-29,2024,10,1,Soda,Drink,1,9.26,9.26,3.24,3.24,6.02,Credit Card,Ana,Delivery
3589,2024-03-27,2024,3,2,Pasta,Main,1,43.3,43.3,22.52,22.52,20.78,Cash,Ana,Delivery
3590,2024-04-21,2024,4,6,Pasta,Main,6,56.92,341.52,29.6,177.6,163.92,Credit Card,Eduarda,Dine-in
3591,2024-07-27,2024,7,5,Burger,Main,1,39.38,39.38,21.66,21.66,17.72,Debit Card,Eduarda,Takeaway
3592,2024-04-06,2024,4,5,Dessert,Dessert,3,28.92,86.76,12.15,36.45,50.31,Credit Card,Ana,Delivery
3593,2024-04-18,2024,4,3,Beer,Drink,1,14.51,14.51,6.53,6.53,7.98,Pix,Bruno,Takeaway
3594,2024-05-29,2024,5,2,Steak,Main,2,111.46,222.92,64.65,129.3,93.62,Credit Card,Diego,Takeaway
3595,2024-07-29,2024,7,0,Beer,Drink,1,17.8,17.8,8.01,8.01,9.79,Debit Card,Carla,Dine-in
3596,2024-11-11,2024,11,0,Pizza,Main,1,68.96,68.96,34.48,34.48,34.48,Pix,Carla,Takeaway
3597,2024-11-05,2024,11,1,Dessert,Dessert,2,21.55,43.1,9.05,18.1,25.0,Cash,Ana,Delivery
3598,2024-10-29,2024,10,1,Salad,Starter,1,26.03,26.03,11.71,11.71,14.32,Debit Card,Bruno,Takeaway
3599,2024-04-04,2024,4,3,Beer,Drink,2,14.56,29.12,6.55,13.1,16.02,Cash,Bruno,Dine-in
3600,2024-12-30,2024,12,0,Burger,Main,1,41.97,41.97,23.08,23.08,18.89,Credit Card,Bruno,Takeaway
3601,2024-01-24,2024,1,2,Pizza,Main,1,46.71,46.71,23.36,23.36,23.35,Pix,Bruno,Dine-in
3602,2024-05-21,2024,5,1,Pizza,Main,1,50.99,50.99,25.5,25.5,25.49,Cash,Bruno,Takeaway
3603,2024-02-26,2024,2,0,Burger,Main,4,37.26,149.04,20.49,81.96,67.08,Pix,Ana,Delivery
3604,2024-04-15,2024,4,0,Dessert,Dessert,1,22.06,22.06,9.27,9.27,12.79,Credit Card,Bruno,Takeaway
3605,2024-11-27,2024,11,2,Pizza,Main,1,52.53,52.53,26.27,26.27,26.26,Debit Card,Carla,Delivery
3606,2024-07-12,2024,7,4,Soda,Drink,5,9.34,46.7,3.27,16.35,30.35,Debit Card,Diego,Takeaway
